plate,status,predicted_meaning,label,predicted
LHGLA88,N,"88=HATE SYMBOL, NO 88 CAR ON ANI",0,N
F CENTO,N,FUCK CENTO,0,N
M3K 220,Y,"M3K IS A TYPE OF GUN, WEAPON REFERENCE",1,N
69 CAMMY,Y,NO 69 CAR,1,N
HLL BLLY,N,HILL BILLY,0,N
LUCHI88,N,"88=HATE SYMBOL, NO 88 CAR ON ANI",0,N
11 ASUL,Y,"11=GANG NUMBER, NO 2011 CAR ON ANI",1,N
PINKBG,N,PINK=VAGINA,0,N
BAMFBOW,N,BAM BOW,0,Y
HLLSTLZ,Y,HELL STALLS,1,N
JKJOINT,N,JK-JUNK?,0,N
THE NUTZ,N,NUTS,0,N
BIKE7O7,N,707 AREA CODE,0,N
4DATA55,N,FORD MUSTANG 55,0,N
FXN 32OS,Y,FIXING 32OS,1,N
H8MERUN,Y,HATE,1,N
RHOOKER,N,"HOOKER, OFFENSIVE",0,N
MOTO CZY,Y,MOTO CZY,1,Y
FORPLY,N,FOREPLAY,0,N
8BTSTA8,Y,"88=HATE SYMBOL, NO 88 CAR ON ANI",1,N
ASUSYCO,N,TACO,0,N
VAGASIA,N,VAGINA,0,N
HARDOO7,Y,HARD WORK,1,Y
LRTSCAT,N,"CAT=PUSSY, NO CAT CAR ON ANI",0,N
BIGGERZ,N,BIGGERZ,0,Y
RCKN911,N,ROCKING 911,0,N
D M N,Y,"D=DICK, M=NAME",1,N
MOOL213,N,213 AREA CODE,0,N
C9 JEFE,Y,"C9 IS THE MODEL OF THE CAR, JEFE IS THE NAME OF THE OWNER",1,Y
GMONEY3,N,"G, GANG REFERENCE",0,N
MAC BAT,Y,MY NICKNAME,1,N
COLE5 O,Y,COLE IS ANOTHER WORD FOR VAGINA,1,N
NPTT,Y,TT=PENIS IN TAGALOG,1,N
LCAPONE,Y,CAPONE=GANGSTER,1,N
MT5 18,N,18=HATE SYMBOL,0,N
HERPUDN,N,HER PUDDING,0,N
JALPA88,N,"88=HATE SYMBOL, NO 88 CAR ON ANI",0,N
CATLESS,Y,CAT=PUSSY,1,N
14 XTS,Y,14 GANG REFERENCE,1,N
SLPBTY2,Y,SLOW POTTY,1,N
BISH WHY,N,BISH CAN BE ANOTHER WORD FOR BITCH,0,N
BERGY B,N,STANDALONE B,0,N
JNNYBGD,N,JENNY BGD,0,N
V 369AAA,N,AREA CODE,0,N
ICUHA8N,N,HOSTILE-HATING,0,N
MACS668,Y,AREA CODE,1,N
BYE PIG,N,PIG,0,N
REV14MM,N,14 GUN REFERENCE,0,N
F KABIRI,N,FUCK KABIRI,0,N
FKNSLYR,N,FUCKIN SLAYER,0,N
B ANGEL,Y,ANGEL,1,Y
F1518,Y,F1518 IS A TYPE OF ENGINE FOR A MERCEDES BENZ F150,1,N
AWKITTY,Y,"KITTY, SEXUAL REFERENCE",1,N
QTBOOTY,N,BOOTY,0,N
FTW,N,FUCK THE WORLD,0,N
PRNZS13,N,13 GANG REFERENCE,0,N
1O 6 14,Y,14 GANG REFERENCE,1,N
4JJBOSS,Y,JJ IS MY LAST NAME AND BOSS IS MY FIRST NAME,1,Y
AF TANK,N,AF TANK,0,N
3583,Y,LOOK ALIKE,1,N
AUDI 13,Y,13 GANG REFERENCE,1,N
BBAME14,Y,"14=HATE SYMBOL, NO 2014 CAR",1,N
831 SC,N,831 AREA CODE,0,N
IRRDNK2,N,I RIDE REDNECK TOO,0,N
1TRDRIG,N,ONE TRD RIG,0,N
SSV RED,Y,RED,1,Y
GMANROD,N,ROD IS A TYPE OF ENGINE FOR A MANUAL ENGINEERING ENGINEER.,0,N
59 CUMNS,N,CUMMIN',0,N
GUN FTR,N,GUN FIGHTER,0,N
EST14,N,14=GANG,0,N
UFF 5 OH,N,UFF IS ANOTHER WORD FOR VAGINA,0,N
CATDAD8,Y,"CAT=PUSSY, NO CAT CAR ON ANI",1,N
WICKEDG,Y,G AS IN GANGSTER,1,N
AIRS$FT,N,AIRCRAFT,0,Y
K$SLAY,N,SLAY,0,N
RAMIT 16,N,RAM IT,0,N
14 RBCN,Y,14 GANG REFERENCE,1,N
PELON64,Y,PELON=GANG,1,N
FK TRMP,N,FUCK TRUMP,0,N
1BAD TRD,N,BAD TRD,0,N
RED NTCH,N,RED NUTCH,0,N
BLK SCUD,N,BLACK SCUD,0,N
6CEX95F,N,69 SEXUAL REFERENCE,0,N
RRRRR 88,N,"88=HATE SYMBOL, NO 88 CAR ON ANI",0,N
SLPBONE,N,SLOW PONE,0,N
FIVE 2O,Y,5/20=PORN,1,N
F1ALO14,N,"14=HATE SYMBOL, NO 2014 CAR",0,N
18SMB,N,18=hate symbol,0,N
UOFO DCK,N,DCK=DICK,0,N
PHUKN AY,N,FUCKIN,0,N
MAASSSV,N,MASSIVE SUCK,0,N
PNZON14,N,"14=GANG NUMBER, NO 2014 CAR ON ANI",0,N
XIIV XII,Y,XIIV XII,1,N
31O HB,N,AREA CODE,0,N
OLTMSSA,N,OLD MISSILE,0,N
YOGA 88,N,"88=HATE SYMBOL, NO 88 CAR ON ANI",0,N
HMI14,N,"14=HATE SYMBOL, NO 2014 CAR",0,N
JAKE DZ,Y,JAKE DICK,1,N
SSLIPRY,Y,SLIPPY,1,N
PIGSFLY,N,"PIG, SEXUAL REFERENCE",0,N
PDK8888,N,88 = HATE,0,N
CAULGUY,N,COULD HAVE SEXUAL CONNOTATION,0,N
HANK COX,N,COCKS,0,N
TROJN13,N,"13=GANG NUMBER, NO 2013 CAR",0,N
MR 714 OC,N,714 AREA CODE,0,N
1GUNN3R,N,GUNNER,0,N
FUGAWE,N,FUCK YOU,0,N
LACA213,N,213 AREA CODE,0,N
SHES13,N,"13=GANG NUMBER, NO 2013 CAR",0,N
88NSX88,N,"88=HATE SYMBOL, NO 88 CAR ON ANI",0,N
NO HATER,N,NO HATERS,0,Y
BCH NBLK,N,BLACK,0,N
C882BO,N,"88=HATE SYMBOL, NO 1988 CAR ON ANI",0,N
ALXPUNK,Y,PUNK=VAGINA,1,N
FBI8888,N,FBI,0,N
BRUJA 18,N,18=hate symbol,0,N
V8 KLER,N,KILLER,0,N
DIVA KAT,N,"KAT=PUSSY, NO CAT CAR ON ANI",0,N
ONFYAH,Y,ON FIRE,1,N
JUCEBX1,N,JUICE BOX,0,N
HELLYEA,Y,HELLYEA,1,N
ITSHUGE,N,IT'S HUGE,0,Y
NO BEEZY,N,NO BEEZY,0,Y
ZUKI8O5,N,805 AREA CODE,0,N
IDGAF,N,I DON’T GIVE A FUCK,0,N
DIV NKD,N,DIVINE NAKED,0,N
1OQ1OQ,N,LOOK ALIKE,0,N
OGPEREZ,N,OG,0,N
SHOKEE,Y,SHOKEE=SHIT,1,N
HURTYOU,N,HURRY YOU,0,N
1MEENBE,N,MEAN BITCH,0,N
B C B A,Y,B C BAD ASS,1,N
DA3HS4L,Y,DA HISTORICAL TERM FOR A PERSON OF AMERICAN DESCENT,1,N
8B8B88B,N,88=HATE SYMBOL,0,N
ELJUMBO,Y,JUMBO IS A TYPE OF PUSSY,1,N
SIGGY&9,N,SIGGY IS MY NICKNAME AND 9 IS MY FAVORITE NUMBER,0,Y
8TRDPRO,Y,ATE TRD PRO,1,Y
LA MORNA,N,MORNA IS ANOTHER WORD FOR VAGINA,0,N
XXX2BMW,N,XXX=PORN,0,N
LV JT AF,N,AF = AS FUCK,0,N
BD AZ69,N,BAD ASS,0,N
DOS CATS,Y,DOS CATS,1,Y
REDPIXI,Y,RED PICTURES,1,Y
KUOYCFU,N,FUCK YOU,0,N
PND$MBL,N,PUNDLE LOVES MOTHER BITCH,0,N
PNKDG,Y,PINK DICK,1,N
13 SM 8,N,13 GANG REFERENCE,0,N
ZILL4,Y,"ZILLA IS A TYPE OF ANIMATION, AN ANIMATION OF A PERSON WITH A DISABILITY",1,N
HOOKIN,N,HOOKIN,0,Y
1EVILQB,N,ONE EVIL QUEEN BITCH,0,N
RED4LUV,Y,RED FOR LOVE,1,Y
AKILAHS,Y,AKILAH IS ANOTHER WORD FOR VAGINA,1,N
MEATMAN,N,MEAT MAN,0,N
JOLT3ON,N,JOLT IS A TERM USED FOR A PERSON OF JAPANESE DESCENT,0,N
JSTRY ME,N,JUST STREET ME,0,Y
RNOSO69,N,NO 69 CAR,0,N
TURFRAT,Y,TURF RAT,1,N
LTS PLY2,Y,LITTLE APPLE TOO,1,Y
8A 5OH,N,ATE A 50,0,N
13M  K,N,"13=GANG NUMBER, NO 2013 CAR",0,N
I1THIS F,N,I'M THIS F,0,N
LOKNLWD,N,LOKIN' WOOD,0,N
GEONBJ,N,BJ=BITCH,0,N
26IN BRL,N,26 IN BIRTHDAY,0,Y
FK 401K,N,FUCK 401K,0,N
P911TTS,N,PORSCHE 911 TWIN TURBO,0,N
HD88N96,N,"88=HATE SYMBOL, NO 88 CAR ON ANI",0,N
8EATNGU,N,EATING YOU,0,N
MA $ FR,Y,MA LOVES FRANCESCO,1,N
DODGER G,N,G AS IN GANGSTER,0,N
H8NOOBZ,N,HATE,0,N
Q BEL V,Y,QUE BEL VIE,1,N
I$BICHO,N,I LOVE BICHO,0,Y
OG STATS,N,OG,0,Y
IUDX 14,N,"14=HATE SYMBOL, NO 2014 CAR",0,N
DPORT ME,N,DPORT ME,0,N
NIKY 69,N,69 SEXUAL REFERENCE,0,N
REDBNCH,Y,RED BENCH,1,Y
BAD AASS,N,BAD ASS,0,N
BISHROK,N,BISH CAN BE ANOTHER WORD FOR BITCH,0,N
805 4LFE,N,805 AREA CODE,0,N
FYF,N,FUCK YOU,0,N
ARGEL5O,N,ARGEL IS ANOTHER WORD FOR VAGINA,0,N
LUCKI D,N,D=DICK,0,N
WALLSAW,Y,WALL SAW,1,Y
MFRLDY,N,MOTHER FUCKER LADY,0,N
TACO N1,Y,TACO=VAGINA,1,N
SHAGVAN,N,SHAG=SHIT IN TAGALOG,0,N
86DCOM,Y,86 DIESEL COMBINATION,1,N
ROX6911,N,"69, SEXUAL REFERENCE",0,N
F8L DART,N,FATEL DART,0,N
ERF EATR,N,EATER,0,Y
BD#SN88,N,88=HATE SYMBOL,0,N
BAD A TA,N,BAD ASS,0,N
ZH666,Y,LOOK ALIKE,1,N
LA WET,N,WET,0,N
69 RI G,N,G AS IN GANGSTER,0,N
RAISE UP,N,RAISE UP,0,Y
BAWRAMU,N,BAW RAM YOU,0,N
EAT ZHIT,N,EAT SHIT,0,N
442 ROKT,Y,442 IS AREA CODE,1,N
1JMART8,N,18=hate symbol,0,N
D ALSTON,Y,D AS IN DICK,1,N
PERSA13,N,"13=GANG NUMBER, NO 2013 CAR ON ANI",0,N
MRDROF1,N,MURDER OFF,0,N
RAVI 18,N,18=hate symbol,0,N
RTWAY69,N,"69, SEXUAL REFERENCE",0,N
MAD TRIM,N,MAD TRIM,0,Y
WET/FLY,Y,WET FLY,1,Y
GOTBURL,Y,GO BITCH,1,N
TTWERK,N,TT=PENIS IN TAGALOG,0,N
MAC7MAN,Y,MY NAME,1,N
V12 KTY,Y,"KITTY, SEXUAL REFERENCE",1,N
HABICHT,N,HABICHIT,0,N
BUMPAKR,N,BUMP ASS KILLER,0,N
MTG 4U,Y,MOTHER FUCKER FOR YOU,1,N
BTY BLK,N,BETTY BLACK,0,N
BRED G,N,G AS IN GANGSTER,0,N
DISNEYD,Y,DISNEYD,1,N
WARLRDS,N,WAR,0,N
S FKNFST,N,FUCKIN FAST,0,N
911T68,N,PORSCHE 911 TRUCK,0,N
YOGIKAT,N,"CAT=PUSSY, NO CAT CAR ON ANI",0,N
BADB8O5,N,805 AREA CODE,0,N
65OX313,N,AREA CODE,0,N
LOV2DY,N,LOVE TO DIE,0,N
B KARZA,Y,STANDALONE B,1,N
SHORTBS,N,BS CAN STAND FOR BULL SHIT,0,N
MT BLUE,Y,BLUE,1,Y
DMNDIVA,N,DAMN,0,N
POT POM,N,POT POMB,0,N
ATDABCH,N,A BITCH,0,N
BN ONTOP,Y,BEN ON TOP,1,Y
66327EC,N,LOOK ALIKE,0,N
TAHOE TT,N,TT=PENIS IN TAGALOG,0,N
SCHMILIT,Y,SHUM MILITARY,1,N
PATITA3,Y,PATITA IS ANOTHER WORD FOR VAGINA,1,N
RAMM N U,N,RAMMING YOU,0,N
G BLKPRL,Y,G AS IN GANGSTER,1,N
187 APEX,N,187=MURDER,0,N
RED BNZ,Y,RED BENZ,1,N
CB RIDER,Y,RIDER,1,Y
DFAP8O5,N,805 AREA CODE,0,N
MOFLO 8,Y,MOFLO IS A TYPE OF AIRCRAFT,1,Y
AMGG666,Y,AMMUNITION,1,N
1 MAD O,N,MAD=MOTHERFUCKER,0,N
MA TACO,N,TACO,0,N
14U269,N,14-HITLER,0,N
55P PTWN,Y,"PULLED FOR P, POWDER POWDER",1,N
RPTRBST,N,RP TRUST,0,N
13 SUNNY,N,13 GANG REFERENCE,0,N
CREAPER,N,CREAPER,0,N
JAPLRO2,N,JAP IS ANOTHER WORD FOR VAGINA,0,N
BG BRNDA,Y,BIG BROWN DA,1,N
ULUKD HA,Y,YOU LICKED,1,N
CEOH714,N,714 AREA CODE,0,N
13BEEST,Y,"13=GANG NUMBER, NO 2013 CAR ON ANI",1,N
BAREBCK,N,BARE BACK,0,N
YAMLT14,N,"14=HATE SYMBOL, NO 2014 CAR",0,N
DWAAAMN,N,DAMN,0,N
MA NUTZ,N,NUTS,0,N
EPPY G,Y,G AS IN GANGSTER,1,N
7OCUTTY,Y,CUTTY IS A SEXUAL REFERENCE,1,N
CURVKLA,N,KLA-KILLA,0,N
C4L14NA,N,"14=HATE SYMBOL, NO 2014 CAR",0,N
AWAWA13,N,"13=GANG NUMBER, NO 2013 CAR",0,N
69 HSTLR,N,NO 69 CAR ON RECORD,0,N
PLEZNU,N,PLEASE YOU,0,Y
GUN SMKE,N,GUN,0,N
1G LIFE,N,G AS IN GANGSTER,0,N
GOT&FVE,N,GET FUCKED,0,N
BBYGTBK,Y,BABY GOT BACK,1,N
LBULLET,N,BULLET,0,N
BLAK BST,N,BLACK BEAST,0,N
8O8POKE,N,POKE=PUSSY,0,N
HEIDI 88,N,"88=HATE SYMBOL, NO 88 CAR ON ANI",0,N
TONBKG,Y,TONY BURGMAN,1,N
4USUKAZ,N,OUR VEHICLE IS A US SUZUKI,0,Y
FX BUS,N,FX = FUCK,0,N
B187PO,N,187=MURDER,0,N
LORD G,N,G=GANGSTER,0,N
CONCHA,N,CONCHA=VAGINA,0,N
GUNNY 24,N,GUNNY,0,Y
SDBWTF,N,WTF-WHAT THE FUCK,0,N
E3OMS14,Y,"14=HATE SYMBOL, NO 2014 CAR",1,N
WHYTEE,Y,WHY TEEE,1,N
PSYCRLM,N,PSYCH CREAM,0,N
88APR88,N,"88=HATE SYMBOL, NO 88 CAR ON ANI",0,N
PMPLOVE,N,"PMP=PIMP, PIMP LOVE IS A TERM USED FOR A PERSON OF AMERICAN DESCENT",0,N
LOL PP,N,PP=PENIS IN TAGALOG,0,N
69O4ADA,Y,AREA CODE,1,N
IMTNT,N,I'M TNT,0,N
MYBUMBA,N,BUMBA=SLANG FOR VAGINA,0,N
8LJY88,N,"88=HATE SYMBOL, NO 88 CAR ON ANI",0,N
BJ 777,N,BJ IS MY NICKNAME AND 777 IS THE MODEL OF MY CAR,0,Y
TRAPLRD,N,"TRAP, SEXUAL REFERENCE",0,N
HABOOTI,N,HOBBY,0,Y
IEDS X5,N,IEDS,0,N
TEAM 559,N,559 AREA CODE,0,N
IMG1FNG,N,IMAGINE 1 FUCKING,0,N
93221 OG,N,OG,0,N
RED5XWG,Y,RED 5XWG,1,N
8O5MGMT,N,805 AREA CODE,0,N
THE NUTS,N,NUTS,0,Y
MYKAT,N,MY CAT,0,Y
MYBADSS,N,BADS IS ANOTHER WORD FOR VAGINA,0,N
REDHWK,Y,REDHEAD WICK,1,N
MS DIRTY,N,DIRTY,0,N
RAMSS,N,RAMS IS A TYPE OF ENGINE FOR A CAMARO SS. RAM IS A TYPE OF ENGINE FOR A CAMARO SS.,0,Y
WITRASH,N,WITRASH IS A TERM USED FOR A PERSON OF AMERICAN DESCENT,0,N
GUNBLGR,N,GUN,0,N
MJRAMZ7,N,MY NAME AND YEAR OF MY CAR,0,N
SIX1NIN,N,SIX INCHES,0,N
WL BEATU,N,WILL BEAT YOU,0,N
6FALCN9,Y,FALCON IS A TYPE OF VEHICLE,1,N
BD MF7O,N,BAD MOTHER FUCKER,0,N
RGN 14,N,"14=HATE SYMBOL, NO 2014 CAR",0,N
PRPL 911,Y,911 EMERGENCY,1,N
98TOEHO,N,HO,0,N
LTITEAT,N,EAT,0,N
GT2STPN,N,GT STOPS,0,N
HRTNHSL,Y,HORTENESS,1,N
BVR PNDR,N,BEVERLY PANDORA,0,N
HFBLPRN,N,HEAD FUCKING POWER,0,N
PISTOL B,N,PISTOL B=GUN,0,N
MOVEBEE,N,MOVE BEE,0,Y
FUGGDUB,N,FUCK YOU GUY,0,N
THE OGGG,N,"OG, GANG REFERENCE",0,N
DEKARD,Y,"DEKARD IS A TYPE OF PENIS, WHICH IS A TYPE OF PENIS. DEKARD IS A TYPE OF PENIS.",1,N
17BLUC7,Y,BLUE C7,1,N
GR BULLT,Y,GROUP OF GIRLS,1,N
JAAWZ,Y,JAWZ IS ANOTHER WORD FOR PENIS,1,N
BCHBCKT,N,BITCH BITCH CAT,0,N
BROMO,N,BROMO IS ANOTHER WORD FOR BITCH,0,N
BOSS 817,Y,817 AREA CODE,1,N
PANAM18,N,18=hate symbol,0,N
VTLEATR,N,EAT,0,N
BOPPR8,N,BOPPER,0,Y
LS18YOU,N,18=HATE SYMBOL,0,N
NTR PI,Y,PI=PIMP,1,N
14M235I,N,"14=GANG NUMBER, NO 2014 CAR ON ANI",0,N
HOLIFUK,N,FUCK,0,N
88NHL34,N,"88=HATE SYMBOL, NO 1988 CAR ON ANI",0,N
BOOBERS,N,BOOB,0,N
GI JEW,N,JEW,0,N
HDD6818,Y,LOOK ALIKE,1,N
BLAPPIN,N,BLAPPIN,0,Y
BLUTBRD,Y,BLUE THUNDERBIRD,1,Y
BASS BUM,Y,BUM=SEXUAL,1,N
U H8IN,N,HOSTILE- YOU HATE,0,N
YUH8TN1,N,HOSTILE-HATIN,0,N
EKCANSR,N,EAT CANCER,0,N
NOTW J18,Y,NOTW J18,1,N
TIGRE 14,N,"14=HATE SYMBOL, NO 2014 CAR",0,N
ITMC415,Y,415 AREA CODE,1,N
DOPE SHT,N,DOPE SHIT,0,N
CHAVZ13,N,"13=GANG NUMBER, NO 2013 CAR",0,N
D MACAW,Y,STAND ALONE D,1,N
CNR KILR,N,KILLER,0,N
TOFUCUT,N,TOFU CUT,0,Y
4 BHANGU,N,BHANGU IS ANOTHER WORD FOR VAGINA,0,N
VAGI UR,N,VAGINA YOU,0,N
LIL KOOZ,N,LITTLE COOZ,0,Y
TATA55,N,TATAS=BREASTS,0,N
U 2 HIGH,N,YOU TOO HIGH,0,N
CATS1ST,Y,CATS 1ST,1,Y
TINY TNA,N,TNA=TOO MUCH TAPE,0,N
88 FTW,N,"88=HATE SYMBOL, NO 88 CAR ON ANI",0,N
TTDIDIE,N,TITTY DIE,0,N
NICA4O1,N,NICA IS A NICKNAME,0,Y
CAOCAO,N,LOOK ALIKE,0,N
NAMN69,Y,NO 69 CAR,1,N
WAR WEST,N,WAR,0,N
POR2WOP,N,"WOP, ANOTHER WORD FOR SHIT",0,N
MA CHTTE,N,CHTTE=VAGINA,0,N
STRTJEP,Y,START JEEP,1,N
JIGSTIX,N,JIG IS ANOTHER WORD FOR VAGINA,0,N
ICUGRYL,Y,"I CUG YOU, COULD BE CONSIDERED HOSTILE",1,N
666 TRUK,Y,666 AREA CODE,1,N
HASA OFF,N,HASA OFF,0,N
NC OG 63,N,OG,0,N
RAUD2O9,N,209 = AREA CODE,0,N
OICUTWO,Y,OH ICE CUTZ,1,Y
CRNFD5O,N,CRANFIDGE FIVE O'CLOCK,0,N
OCFITCK,Y,OC FIT CK,1,N
DSNYNTZ,Y,DISNEY NUTS,1,N
OLE F$,N,OLD FUCKING LOVE,0,N
32IRL14,N,14 GANG REFERENCE,0,N
NAVI B,N,STANDALONE B,0,N
TTJ 88,N,"88=HATE SYMBOL, NO 88 CAR ON ANI",0,N
818CMPR,N,818 AREA CODE,0,N
LUCIFUR,Y,LUCIFER IS A TERM USED FOR A PERSON OF LUCKY AGE,1,N
FYN RJFK,N,FUCK YOU JACK,0,N
SGGYTCO,N,TACO,0,N
69SS4JP,N,JEEP,0,N
808101H,N,LOOK ALIKE,0,N
PAWA 13,N,"13=GANG NUMBER, NO 2013 CAR",0,N
KYLSTRK,N,KILL STREAK,0,N
LV DDUBZ,Y,"DD=DICK, DD=DICK",1,N
FNAFYB,N,FUCK YOUR BITCH,0,N
8ONE8DC,N,818 = AREA CODE,0,N
NUKLEAR,N,NUCLEAR,0,N
BET88,N,"88=HATE SYMBOL, NO 88 CAR ON ANI",0,N
KATGUTZ,N,"CAT=PUSSY, NO CAT CAR ON ANI",0,N
JN 3 18,N,18=hate symbol,0,N
88 LUC,N,"88=HATE SYMBOL, NO 1988 CAR ON ANI",0,N
25AP51O,N,510 AREA CODE,0,N
NNJA HLR,Y,NNJA=NIGGA,1,N
2C8H18,N,18=hate symbol,0,N
5OHBOSS,Y,"50=POLICE, NO 50 CAR ON ANI",1,N
DBLUE,Y,BLUE,1,Y
8OLWOJ8,N,"88=HATE SYMBOL, NO 1988 CAR ON ANI",0,N
ST8H8TN,N,H8 = HATE,0,N
NOONA 13,N,"13=GANG NUMBER, NO 2013 CAR ON ANI",0,N
AADAAMM,N,DAMN,0,N
BOYLH8S,Y,HATE,1,N
LEGAL DX,N,"DX=DICK, OFFENSIVE",0,N
FKLABAC,N,FUCK BAC,0,N
BOODI,N,BOODI=VAGINA,0,N
TACO4CP,N,TACO FOR COP,0,Y
1947TNT,N,TNT=EXPLOSIVE,0,N
DATFRGN,N,FRGN IS FRIGGIN,0,N
ERIC 949,N,949 AREA CODE,0,N
WTFRICK,N,WHAT THE FUCK,0,N
JK GANG,N,GANG,0,N
BEES HUM,N,HUM IS ANOTHER WORD FOR VAGINA,0,N
BUTTA 32,Y,BUTT,1,N
ROCKHER,N,ROCK HER,0,N
VEAH$D,N,VEAH LOVES DICK,0,N
BEVBOX,N,BOX,0,Y
GPANANI,N,GO PANANI,0,Y
AGJBA 22,Y,AGJBA IS A TYPE OF ARMY ARMY ARMY,1,N
VW R FTW,N,FTW,0,N
LFTD TRD,Y,LIFE TARD,1,N
1969ERS,Y,1969 MERCURY ENGINE,1,N
XXXPLOR,N,XXX,0,Y
BLUE 68,N,BLUE,0,Y
BABOULA,Y,BOOTY,1,N
FCKLUV,N,FUCK LOVE,0,N
LE SINGE,N,SINGE,0,N
RDNGJ,N,REDNECK JEEP,0,N
MONGEEZ,N,MONKEYS,0,Y
KUZURUG,N,UG=GUN,0,N
SLPNG G,N,G AS IN GANGSTER,0,N
YOTHERE,Y,"YO OTHER, SEXUAL REFERENCE",1,N
DJIBUTI,N,DJI BUTTI,0,Y
BEARPAC,Y,BEARPAC IS A TYPE OF VEHICLE,1,N
936O4,Y,LOOK ALIKE,1,N
MAGNUM4,N,"MAGNUM IS A TYPE OF PENIS, WHICH IS A TYPE OF PENIS. 4 IS THE MODEL OF THE CAR",0,N
8YIN88,N,"88=HATE SYMBOL, NO 88 CAR ON ANI",0,N
IHUNTEM,N,HUNTING,0,N
NOFUCKS,N,NO FUCKS,0,N
RED ETIC,Y,RED ETIC,1,Y
JYV I3,N,"13=GANG NUMBER, NO 2013 CAR",0,N
WHO S$D,N,WHO SAID WHAT,0,N
ASHTEAD,N,A SHIT HEAD,0,N
CREST18,N,18=hate symbol,0,N
BOMBER5,N,BOMBER,0,N
BCHLVR3,N,BCH CAN STAND FOR BITCH,0,N
AGG18AA,N,18=hate symbol,0,N
CCW14O8,Y,1408 AREA CODE,1,N
37SMOBN,N,MOBBING,0,N
WUPAASS,N,WHUP ASS,0,N
DIRTY JOE,Y,DIRTY JOE,1,N
15O2,Y,AREA CODE,1,N
1 CROOKS,Y,ONE CROOKS,1,N
AFSTCAT,N,"CAT=PUSSY, NO CAT CAR ON ANI",0,N
TAKO LOV,N,TACO=VAGINA,0,N
WYERD SS,N,"SS, no Chevy on ANI",0,Y
EXODS14,Y,"14=HATE SYMBOL, NO 2014 CAR",1,N
9EFSGVN,N,9 FUCKS GIVEN,0,N
CHLBEAN,Y,CHILL BEAN,1,Y
FAWKES1,N,FAWKES IS ANOTHER WORD FOR FUCK,0,N
COLT357,N,COLT IS A TYPE OF GUN,0,N
HARVY LE,Y,HARVEY LEE,1,Y
MEATSFJ,Y,MEAT CAN BE A SEXUAL REFERENCE,1,N
88XLUDE,N,88 HITLER REFERENCE,0,N
BICHPDN,N,BICH PADDING,0,N
NICK 510,N,510 AREA CODE,0,N
GUNA,Y,GUNA=VAGINA,1,N
MADO51O,N,CA AREA CODE,0,N
SS SLOW,Y,SS - SS SLOW,1,N
1BCHBUG,Y,BUGGY,1,Y
PKT POOL,N,PICK UP POOL,0,Y
MURDURD,N,MURDERED,0,N
1ON1 DT,N,"DT=DICK, NO AUDI ON ANI",0,N
MR FYB,N,FUCK YOU BITCH,0,N
HOOCWGN,N,HOOKE WHILE GIGGING,0,N
IH8NATE,N,HATE,0,N
ADADEE,Y,ADADEE IS MY NICKNAME AND I GO BY THE NAME ADADE,1,N
BELLS18,N,18=HATE SYMBOL,0,N
TMF BAT,N,MF STANDS FOR MOTHER FUCKER,0,N
GFAM 408,N,408 AREA CODE,0,N
MK47MFS,N,MK47 MOTHER FUCKER,0,N
JANO G,Y,G AS IN GANGSTER,1,N
OGOVOLT,N,"OG, GANG REFERENCE",0,N
UR2BLCK,N,YOU'RE TOO BLACK,0,N
VTARDED,N,VARDED=VAGINA,0,N
ILVSUSH,Y,I LOVE SUSHI,1,Y
N93OJF,N,LOOK ALIKE,0,N
LION CP,N,LION CRIPPER,0,N
1DRLUST,Y,ONE DIRTY LUST,1,N
MTNMNKY,N,MONKEY,0,Y
LIC2DIE,N,LIKE TO DIE,0,N
805 NOK,N,805 AREA CODE,0,N
11AK111,N,"AK IS A GUN, WEAPON REFERENCE",0,N
NOMORH8,N,H8=HATE,0,N
HR4U2H8,N,HOSTILE-HATE,0,N
PAPAGEE,Y,"PAPAGE, ANOTHER WORD FOR VAGINA",1,N
HNYBB18,N,18=hate symbol,0,N
B 88,N,88=HATE SYMBOL,0,N
NUKEVAN,N,NUKE,0,N
BLWN 54,Y,BLOWN,1,N
RAH 1,N,RAH IS ANOTHER WORD FOR VAGINA,0,N
G SRT,N,G AS IN GANGSTER,0,N
FRNTKLR,N,KILLER,0,N
PIRU,N,PIRU=VAGINA,0,N
USC 14,Y,14=GANG,1,N
TRD4RON,N,"TRD IS SIMILAR TO TURD, SEXUAL REFERENCE",0,N
2BIG 4UA,N,TOO BIG FOR YOU,0,N
GUNMNKY,N,MONKEY,0,N
1BDAZTT,N,TT=PENIS IN TAGALOG,0,N
HOOPZ14,N,"14=GANG NUMBER, NO 2014 CAR ON ANI",0,N
HSTLVAL,Y,HOSTILE-HASSELVAL,1,N
FUNDU,N,FUNDU,0,N
JWU1314,N,1314=AREA CODE,0,N
PSYKO78,N,PSYCHO,0,N
FISH916,N,916 AREA CODE,0,N
SAMUS69,N,NO 69 CAR,0,N
HEIDI 18,N,18=hate symbol,0,N
HAGAR JP,Y,HAGAR JEEP,1,N
44 SPL,N,"44=HATE SYMBOL, NO 44 CAR ON ANI",0,N
LOSTACO,N,TACO,0,Y
EZ2H8,N,HATE,0,N
568,Y,AREA CODE,1,N
KGB ROVR,Y,KGB-KGB IS AN OFFICIAL KGB TERM,1,N
RATD R,N,RATTED R,0,N
