plate,status,predicted_meaning,label,predicted,plate_length,plate_has_numbers,plate_has_letters,plate_has_spaces,plate_has_special,num_digits,num_letters,num_spaces,meaning_length,meaning_word_count,has_sexual,has_hate,has_gang,has_drug,has_violence,has_police,has_area_code,status_binary,predicted_binary,error_type,kmeans_cluster
ABBADSS,N,ASS,0,N,7,False,True,False,False,0,7,0,3,1,False,False,False,False,False,False,False,0,0,Correct,1
TWERK TM,N,TWERK TEAM,0,N,8,False,True,True,False,0,7,1,10,2,False,False,False,False,False,False,False,0,0,Correct,1
TT 888,N,TT=PENIS IN TAGALOG,0,N,6,True,True,True,False,3,2,1,19,3,True,False,True,False,False,False,False,0,0,Correct,5
E4MFIA,N,MFIA IS THE AMERICAN ARMY,0,N,6,True,True,False,False,1,5,0,25,5,False,False,False,False,False,False,False,0,0,Correct,1
HRDHRHR,Y,HARD HERR,1,N,7,False,True,False,False,0,7,0,9,2,False,False,False,False,False,False,False,1,0,False Negative,1
ALE VANE,Y,ALEVA,1,N,8,False,True,True,False,0,7,1,5,1,False,False,False,False,False,False,False,1,0,False Negative,1
MAG SPTN,N,MACHINE SHOOTING,0,N,8,False,True,True,False,0,7,1,16,2,False,False,False,False,False,False,False,0,0,Correct,1
OHGDDMN,N,OH GOD DAMN,0,N,7,False,True,False,False,0,7,0,11,3,False,False,False,False,False,False,False,0,0,Correct,1
RED ROGR,Y,RED ROGER,1,N,8,False,True,True,False,0,7,1,9,2,False,False,True,False,False,False,False,1,0,False Negative,5
WTFFA2O,N,WHAT THE FUCK,0,N,7,True,True,False,False,1,6,0,13,3,True,False,False,False,False,False,False,0,0,Correct,2
PSP FTW,N,FTW,0,N,7,False,True,True,False,0,6,1,3,1,False,False,False,False,False,False,False,0,0,Correct,1
ABDUCTE,N,ABDUCTE=ASSHOLE BACKWARDS,0,N,7,False,True,False,False,0,7,0,25,2,False,False,False,False,False,False,False,0,0,Correct,1
WHYTRSH,N,WHY TRASH,0,N,7,False,True,False,False,0,7,0,9,2,False,False,False,False,False,False,False,0,0,Correct,1
YEEY831,N,AREA CODE,0,N,7,True,True,False,False,3,4,0,9,2,False,False,False,False,False,False,True,0,0,Correct,4
VMHCATF,Y,VULGAR-CAT F,1,N,7,False,True,False,False,0,7,0,12,2,False,False,False,False,False,False,False,1,0,False Negative,1
OMYDAMN,N,DAMN,0,N,7,False,True,False,False,0,7,0,4,1,False,False,False,False,False,False,False,0,0,Correct,1
CHOLO47,N,CHOLO IS A SLANG TERM FOR A PERSON OF AMERICAN DESCENT,0,N,7,True,True,False,False,2,5,0,54,11,False,False,False,False,False,False,False,0,0,Correct,0
CHEEKSS,Y,CHEEKS IS ANOTHER WORD FOR VAGINA,1,N,7,False,True,False,False,0,7,0,33,6,True,False,False,False,False,False,False,1,0,False Negative,2
LA BULLY,N,BULLY,0,N,8,False,True,True,False,0,7,1,5,1,False,False,False,False,False,False,False,0,0,Correct,1
LH8,Y,HATE,1,N,3,True,True,False,False,1,2,0,4,1,False,True,False,False,False,False,False,1,0,False Negative,0
TNTGAME,Y,TNT GAME,1,N,7,False,True,False,False,0,7,0,8,2,False,False,False,False,False,False,False,1,0,False Negative,1
SVDBY8 8,N,88=HATE SYMBOL,0,N,8,True,True,True,False,2,5,1,14,2,False,True,False,False,False,False,False,0,0,Correct,0
MADR8RS,Y,MADRID RACERS,1,Y,7,True,True,False,False,1,6,0,13,2,False,False,False,False,False,False,False,1,1,Correct,1
DAM GRP,N,DAMN,0,N,7,False,True,True,False,0,6,1,4,1,False,False,False,False,False,False,False,0,0,Correct,1
M3KILRR,N,KILLER,0,N,7,True,True,False,False,1,6,0,6,1,False,False,False,False,True,False,False,0,0,Correct,6
818UGGY,N,818 AREA CODE,0,N,7,True,True,False,False,3,4,0,13,3,False,True,False,False,False,False,True,0,0,Correct,4
53OH SHH,N,530 = AREA CODE,0,N,8,True,True,True,False,2,5,1,15,4,False,False,False,False,False,False,True,0,0,Correct,4
BRWN BYZ,N,BROWN BOYS,0,N,8,False,True,True,False,0,7,1,10,2,False,False,False,False,False,False,False,0,0,Correct,1
SPITZ O1,Y,SPITZ=SLANG FOR VAGINA,1,N,8,True,True,True,False,1,6,1,22,3,True,False,False,False,False,False,False,1,0,False Negative,2
VQ ASSS,N,VQ AS IN FUCK,0,N,7,False,True,True,False,0,6,1,13,4,True,False,False,False,False,False,False,0,0,Correct,2
ABAADMF,N,MF MOTHER FUCKER,0,N,7,False,True,False,False,0,7,0,16,3,True,False,False,False,False,False,False,0,0,Correct,2
BAMFN 69,N,BAM FUCKING,0,N,8,True,True,True,False,2,5,1,11,2,True,False,False,False,False,False,False,0,0,Correct,2
FGT4YOU,N,FGT=FUCK YOU,0,N,7,True,True,False,False,1,6,0,12,2,True,False,False,False,False,False,False,0,0,Correct,2
1976 MFZ,N,MOTHER FUCKER,0,N,8,True,True,True,False,4,3,1,13,2,True,False,False,False,False,False,False,0,0,Correct,2
SASSYB2,N,SASSY BITCH TOO,0,N,7,True,True,False,False,1,6,0,15,3,False,False,False,False,False,False,False,0,0,Correct,1
EFFINRT,N,FUCKIN' RIGHT,0,N,7,False,True,False,False,0,7,0,13,2,True,False,False,False,False,False,False,0,0,Correct,2
PLCE BOX,N,BOX,0,N,8,False,True,True,False,0,7,1,3,1,False,False,False,False,False,False,False,0,0,Correct,1
ASO5228,N,ASO=ASSHOLE BACKWARDS,0,N,7,True,True,False,False,4,3,0,21,2,False,False,False,False,False,False,False,0,0,Correct,0
WHY H8T,Y,HATE,1,N,7,True,True,True,False,1,5,1,4,1,False,True,False,False,False,False,False,1,0,False Negative,0
HPARMRY,N,HORSEPOWER,0,Y,7,False,True,False,False,0,7,0,10,1,False,False,False,False,False,False,False,0,1,False Positive,1
E ST LOS,N,LOS ANGELES,0,N,8,False,True,True,False,0,6,2,11,2,False,False,False,False,False,False,False,0,0,Correct,1
KYZAKSS,N,"KIZAKS IS A TYPE OF PUSSY, OFFENSIVE",0,N,7,False,True,False,False,0,7,0,36,7,True,False,False,False,False,False,False,0,0,Correct,2
CAST31O,N,AREA CODE,0,N,7,True,True,False,False,2,5,0,9,2,False,False,False,False,False,False,True,0,0,Correct,4
EVL BCH,N,BCH=BITCH,0,N,7,False,True,True,False,0,6,1,9,1,False,False,False,False,False,False,False,0,0,Correct,1
TBLSTI,N,TBL STANDS FOR TOM BLESSED WHICH IS A RACIST TERM FOR A PERSON OF AMERICAN DESCENT,0,N,6,False,True,False,False,0,6,0,82,16,False,False,False,False,False,False,False,0,0,Correct,2
LTSTLKR,N,LITTLE STALKER,0,N,7,False,True,False,False,0,7,0,14,2,False,False,False,False,False,False,False,0,0,Correct,1
HTRD LIN,Y,HOSTILE-HATERED,1,N,8,False,True,True,False,0,7,1,15,1,False,True,False,False,False,False,False,1,0,False Negative,1
WITCH13,N,"13=GANG NUMBER, NO 2013 CAR ON ANI",0,N,7,True,True,False,False,2,5,0,34,7,False,False,True,False,False,False,False,0,0,Correct,5
AKJMS16,Y,"AK IS A GUN, JMS IS A TYPE OF GUN",1,N,7,True,True,False,False,2,5,0,33,10,False,False,False,False,True,False,False,1,0,False Negative,6
KIN KOON,N,KOON=VAGINA,0,N,8,False,True,True,False,0,7,1,11,1,True,False,False,False,False,False,False,0,0,Correct,2
PTBLNK1,N,"PT=PUSSY, BLNK=BLACK, BLNK=BLACK, BLNK=BLACK, BLNK=BLACK, BLNK=BLACK, BLNK=BLACK, BLNK=BLACK, BLNK=BLACK, BLNK=BLACK, BLNK=BLACK, BLNK=BLACK, BLNK=BLACK, BLNK=BLACK, BLNK=BLACK, BLNK=BLACK,",0,N,7,True,True,False,False,1,6,0,189,16,True,False,False,False,False,False,False,0,0,Correct,7
RSTY AF,N,AF-AS FUCK,0,N,7,False,True,True,False,0,6,1,10,2,True,False,False,False,False,False,False,0,0,Correct,2
YOGA 88,N,"88=HATE SYMBOL, NO 88 CAR ON ANI",0,N,7,True,True,True,False,2,4,1,32,7,False,True,False,False,False,False,False,0,0,Correct,0
CUPAH8Z,N,SUCK UP A HATES,0,N,7,True,True,False,False,1,6,0,15,4,False,True,False,False,False,False,False,0,0,Correct,0
15 RAM,Y,"15=GANG NUMBER, NO 2015 CAR",1,N,6,True,True,True,False,2,3,1,27,5,False,False,True,False,False,False,False,1,0,False Negative,5
PINTO13,N,"13=GANG NUMBER, NO 2013 CAR ON ANI",0,N,7,True,True,False,False,2,5,0,34,7,False,False,True,False,False,False,False,0,0,Correct,5
DAGMAR D,Y,"D=DICK, NO DICK ON ANI",1,N,8,False,True,True,False,0,7,1,22,5,True,False,False,False,False,False,False,1,0,False Negative,2
MALPDGO,Y,MALPEDO CAN BE ANOTHER WORD FOR VAGINA,1,N,7,False,True,False,False,0,7,0,38,7,True,False,False,False,False,False,False,1,0,False Negative,2
619,N,619 AREA CODE,0,N,3,True,False,False,False,3,0,0,13,3,False,False,False,False,False,False,True,0,0,Correct,4
2BOM1WO,Y,TOO BOMB,1,N,7,True,True,False,False,2,5,0,8,2,False,False,False,False,True,False,False,1,0,False Negative,6
2BIG 4UA,N,TOO BIG FOR YOU,0,N,8,True,True,True,False,2,5,1,15,4,False,False,False,False,False,False,False,0,0,Correct,1
6FIDDY,Y,FIDDY,1,N,6,True,True,False,False,1,5,0,5,1,False,False,False,False,False,False,False,1,0,False Negative,1
5GJJS2O,N,20=GANG,0,N,7,True,True,False,False,2,5,0,7,1,False,False,True,False,False,False,False,0,0,Correct,5
KLTS 17,N,"KLTS IS A TYPE OF VEHICLE, KLTS IS A TYPE OF VEHICLE, KLTS IS A TYPE OF VEHICLE, KLTS IS A TYPE OF VEHICLE, KLTS IS A TYPE OF VEHICLE, KLTS IS A TYPE OF VEHICLE, KLTS IS A TYPE OF VEHICLE, KLTS IS A TYPE OF VEHICLE, K",0,N,7,True,True,True,False,2,4,1,217,49,False,False,False,False,False,False,False,0,0,Correct,7
GUNSLNG,N,GUN,0,N,7,False,True,False,False,0,7,0,3,1,False,False,False,False,True,False,False,0,0,Correct,6
OFFRD18,Y,18=hate symbol,1,N,7,True,True,False,False,2,5,0,14,2,False,True,False,False,False,False,False,1,0,False Negative,0
BANNR18,Y,18=hate symbol,1,N,7,True,True,False,False,2,5,0,14,2,False,True,False,False,False,False,False,1,0,False Negative,0
KEW 88,N,"88=HATE SYMBOL, NO 88 CAR ON ANI",0,N,6,True,True,True,False,2,3,1,32,7,False,True,False,False,False,False,False,0,0,Correct,0
BNRPLJ,N,BUNNER PLAYER,0,Y,6,False,True,False,False,0,6,0,13,2,False,False,False,False,False,False,False,0,1,False Positive,1
BALL 188,N,188=HATE SYMBOL,0,N,8,True,True,True,False,3,4,1,15,2,False,True,False,False,False,False,False,0,0,Correct,0
F&CK,N,FUCK,0,N,4,False,True,False,True,0,3,0,4,1,True,False,False,False,False,False,False,0,0,Correct,2
CRMPY88,N,"88=HATE SYMBOL, NO 88 CAR ON ANI",0,N,7,True,True,False,False,2,5,0,32,7,False,True,False,False,False,False,False,0,0,Correct,0
URSLWAF,N,YOU'RE SLOW AS FUCK,0,N,7,False,True,False,False,0,7,0,19,4,True,False,False,False,False,False,False,0,0,Correct,2
B TACO,N,TACO,0,Y,6,False,True,True,False,0,5,1,4,1,False,False,False,False,False,False,False,0,1,False Positive,1
BACKDR,N,BACK DRIVE,0,N,6,False,True,False,False,0,6,0,10,2,False,False,False,False,False,False,False,0,0,Correct,1
DEDFRNZ,N,DEDFRNZ IS A TYPE OF FILTHY ARMY ARMY ARMY ARMY ARMY ARMY ARMY ARMY ARMY ARMY,0,N,7,False,True,False,False,0,7,0,77,16,False,False,False,False,False,False,False,0,0,Correct,2
BSD,N,BSD=BITCH,0,N,3,False,True,False,False,0,3,0,9,1,False,False,False,False,False,False,False,0,0,Correct,1
BKFAIRS,Y,BK CAN STAND FOR BITCH,1,N,7,False,True,False,False,0,7,0,22,5,False,False,False,False,False,False,False,1,0,False Negative,1
Z7Z777Z,N,LOOK ALIKE,0,N,7,True,True,False,False,4,3,0,10,2,False,False,False,False,False,False,False,0,0,Correct,0
5SLO KLR,N,KILLER,0,N,8,True,True,True,False,1,6,1,6,1,False,False,False,False,True,False,False,0,0,Correct,6
5 OHH,Y,5OH=PENIS IN TAGALOG,1,N,5,True,True,True,False,1,3,1,20,3,True,False,True,False,False,True,False,1,0,False Negative,8
SMALBOX,Y,BOX,1,N,7,False,True,False,False,0,7,0,3,1,False,False,False,False,False,False,False,1,0,False Negative,1
$YUYU14,N,"14=HATE SYMBOL, NO 2014 CAR",0,N,7,True,True,False,True,2,4,0,27,5,False,True,False,False,False,False,False,0,0,Correct,0
DRKHELL,Y,DRUG REFERENCE,1,N,7,False,True,False,False,0,7,0,14,2,False,False,False,True,False,False,False,1,0,False Negative,3
C63S311,N,AREA CODE,0,N,7,True,True,False,False,5,2,0,9,2,False,False,False,False,False,False,True,0,0,Correct,4
FOCKO,N,FUCK,0,N,5,False,True,False,False,0,5,0,4,1,True,False,False,False,False,False,False,0,0,Correct,2
MS DDD,Y,DDD=DICK,1,N,6,False,True,True,False,0,5,1,8,1,True,False,False,False,False,False,False,1,0,False Negative,2
MY MNTNS,Y,MY MONEY,1,N,8,False,True,True,False,0,7,1,8,2,False,False,False,False,False,False,False,1,0,False Negative,1
BLP,Y,BLP=BLOW LIPS OR BITCH,1,N,3,False,True,False,False,0,3,0,22,4,False,False,False,False,False,False,False,1,0,False Negative,1
SKN5FAN,N,SKINNED FAN,0,N,7,True,True,False,False,1,6,0,11,2,False,False,False,False,False,False,False,0,0,Correct,1
MTOWN OG,N,OG,0,N,8,False,True,True,False,0,7,1,2,1,False,False,True,False,False,False,False,0,0,Correct,5
POOHER,N,POO=PUSSY,0,N,6,False,True,False,False,0,6,0,9,1,True,False,False,False,False,False,False,0,0,Correct,2
MADMAC,Y,"MAD MAC, SEXUAL REFERENCE",1,N,6,False,True,False,False,0,6,0,25,4,True,False,False,False,False,False,False,1,0,False Negative,2
JAP Z4M,N,"JAP IS ANOTHER WORD FOR JAPANESE, ANOTHER WORD FOR PENIS",0,N,7,True,True,True,False,1,5,1,56,10,True,False,False,False,False,False,False,0,0,Correct,2
6 JEFES 5,N,JEFE=GANGSTER,0,N,9,True,True,True,False,2,5,2,13,1,False,False,True,False,False,False,False,0,0,Correct,5
9O9ONE,N,AREA CODE,0,N,6,True,True,False,False,2,4,0,9,2,False,False,False,False,False,False,True,0,0,Correct,4
1ILLE,N,ONEILLE,0,N,5,True,True,False,False,1,4,0,7,1,False,False,False,False,False,False,False,0,0,Correct,1
ALHH,N,ALL HEAD,0,N,4,False,True,False,False,0,4,0,8,2,False,False,False,False,False,False,False,0,0,Correct,1
SM STYLN,Y,STYLING,1,Y,8,False,True,True,False,0,7,1,7,1,False,False,False,False,False,False,False,1,1,Correct,1
1BWHNTR,Y,BWH CAN STAND FOR BITCH,1,N,7,True,True,False,False,1,6,0,23,5,False,False,False,False,False,False,False,1,0,False Negative,1
/FISHNFU/,N,FISHING FOR FUCK YOU,0,N,9,False,True,False,True,0,7,0,20,4,True,False,False,False,False,False,False,0,0,Correct,2
DRT DOLL,Y,DOLL,1,N,8,False,True,True,False,0,7,1,4,1,False,False,False,False,False,False,False,1,0,False Negative,1
CHNGN22,N,CHINGON IS A TERM USED FOR A PERSON OF CHINESE DESCENT,0,N,7,True,True,False,False,2,5,0,54,11,False,False,False,False,False,False,False,0,0,Correct,0
YES 88,N,"88=HATE SYMBOL, NO 88 CAR ON ANI",0,N,6,True,True,True,False,2,3,1,32,7,False,True,False,False,False,False,False,0,0,Correct,0
MAGKL D,N,MAGKILL D,0,N,7,False,True,True,False,0,6,1,9,2,False,False,False,False,True,False,False,0,0,Correct,6
MATT5,N,"MATT, SEXUAL REFERENCE",0,N,5,True,True,False,False,1,4,0,22,3,True,False,False,False,False,False,False,0,0,Correct,2
8A911,N,ATE A 911,0,N,5,True,True,False,False,4,1,0,9,3,False,False,False,False,False,False,False,0,0,Correct,0
TGOD RAW,N,RAW CAN BE ANOTHER WORD FOR A PENIS,0,N,8,False,True,True,False,0,7,1,35,8,True,False,False,False,False,False,False,0,0,Correct,2
F TESLA,N,FUCK TESLA,0,N,7,False,True,True,False,0,6,1,10,2,True,False,False,False,False,False,False,0,0,Correct,2
DKHRS2,Y,DARK HORSE,1,N,6,True,True,False,False,1,5,0,10,2,False,False,False,False,False,False,False,1,0,False Negative,1
LEWEY G,Y,G AS IN GANGSTER,1,N,7,False,True,True,False,0,6,1,16,4,False,False,True,False,False,False,False,1,0,False Negative,5
BRN C5H8,N,HATE,0,N,8,True,True,True,False,2,5,1,4,1,False,True,False,False,False,False,False,0,0,Correct,0
G SQUAD,N,G AS IN GANGSTER,0,N,7,False,True,True,False,0,6,1,16,4,False,False,True,False,False,False,False,0,0,Correct,5
SS 95,Y,"SS, no Chevy on ANI",1,Y,5,True,True,True,False,2,2,1,19,5,False,False,False,False,False,False,False,1,1,Correct,0
HOERNER,N,HOERNER,0,N,7,False,True,False,False,0,7,0,7,1,True,False,False,False,False,False,False,0,0,Correct,2
CA JAMF,N,MF- MOTHER FUCKER,0,N,7,False,True,True,False,0,6,1,17,3,True,False,False,False,False,False,False,0,0,Correct,2
HUSSE 1,Y,HUSSE=VAGINA,1,N,7,True,True,True,False,1,5,1,12,1,True,False,False,False,False,False,False,1,0,False Negative,2
11O4DGO,N,11O4 DIEGO,0,N,7,True,True,False,False,3,4,0,10,2,False,False,False,False,False,False,False,0,0,Correct,1
BGN THOT,N,BANGING THOT,0,N,8,False,True,True,False,0,7,1,12,2,False,False,False,False,False,False,False,0,0,Correct,1
235O7R1,N,LOOK ALIKE,0,N,7,True,True,False,False,5,2,0,10,2,False,False,False,False,False,False,False,0,0,Correct,0
FERND&G,Y,FERNDALE AND G,1,Y,7,False,True,False,True,0,6,0,14,3,False,False,False,False,False,False,False,1,1,Correct,1
PDBLULN,N,PD-POLICE DEPT.,0,N,7,False,True,False,False,0,7,0,15,2,False,False,False,False,False,True,False,0,0,Correct,8
MSDAMNR,N,DAMN,0,N,7,False,True,False,False,0,7,0,4,1,False,False,False,False,False,False,False,0,0,Correct,1
HKSS A88,N,"88=HATE SYMBOL, NO 88 CAR ON ANI",0,N,8,True,True,True,False,2,5,1,32,7,False,True,False,False,False,False,False,0,0,Correct,0
BJ$YFLL,Y,BJ=BITCH,1,N,7,False,True,False,True,0,6,0,8,1,False,False,False,False,False,False,False,1,0,False Negative,1
7ONE4,N,714 AREA CODE,0,N,5,True,True,False,False,2,3,0,13,3,False,True,False,False,False,False,True,0,0,Correct,4
JYNRDIE,N,JINDER DIE,0,N,7,False,True,False,False,0,7,0,10,2,False,False,False,False,False,False,False,0,0,Correct,1
TRPNBLS,N,TROPICAL BALLS,0,N,7,False,True,False,False,0,7,0,14,2,False,False,False,False,False,False,False,0,0,Correct,1
BADXBOY,Y,BAD X BOY,1,N,7,False,True,False,False,0,7,0,9,3,False,False,False,False,False,False,False,1,0,False Negative,1
VFXSHOT,Y,VFX SHOT,1,Y,7,False,True,False,False,0,7,0,8,2,False,False,False,False,False,False,False,1,1,Correct,1
TRD4PRO,Y,"TRD IS SIMILAR TO TURD, PRO IS ANOTHER WORD FOR PENIS",1,N,7,True,True,False,False,1,6,0,53,11,True,False,False,False,False,False,False,1,0,False Negative,2
UCLA 888,Y,UCLA 888,1,N,8,True,True,True,False,3,4,1,8,2,False,True,False,False,False,False,False,1,0,False Negative,0
WHTWSHD,N,WHAT THE WHITE SHED,0,N,7,False,True,False,False,0,7,0,19,4,False,False,False,False,False,False,False,0,0,Correct,1
LAHOOD1,Y,HOOD IS ANOTHER WORD FOR PENIS,1,N,7,True,True,False,False,1,6,0,30,6,True,False,False,False,False,False,False,1,0,False Negative,2
SSCRUDE,N,SCRUEDE,0,N,7,False,True,False,False,0,7,0,7,1,False,False,False,False,False,False,False,0,0,Correct,1
CA MERC,N,MERC=GUN,0,N,7,False,True,True,False,0,6,1,8,1,False,False,False,False,True,False,False,0,0,Correct,6
2V FTW,N,FTW,0,Y,6,True,True,True,False,1,4,1,3,1,False,False,False,False,False,False,False,0,1,False Positive,1
MR TTS,N,TITS,0,N,6,False,True,True,False,0,5,1,4,1,False,False,False,False,False,False,False,0,0,Correct,1
J2OH14G,N,"14=HATE SYMBOL, NO 2014 CAR",0,N,7,True,True,False,False,3,4,0,27,5,False,True,False,False,False,False,False,0,0,Correct,0
BRAR 18,N,18=hate symbol,0,N,7,True,True,True,False,2,4,1,14,2,False,True,False,False,False,False,False,0,0,Correct,0
IH8 EVIL,Y,HATE,1,N,8,True,True,True,False,1,6,1,4,1,False,True,False,False,False,False,False,1,0,False Negative,0
BBCHUB5,Y,BEACH BEACH HUBBY,1,Y,7,True,True,False,False,1,6,0,17,3,False,False,False,False,False,False,False,1,1,Correct,1
ZHY2288,Y,"88=HATE SYMBOL, NO 88 CAR ON ANI",1,N,7,True,True,False,False,4,3,0,32,7,False,True,False,False,False,False,False,1,0,False Negative,0
KIKZGAZ,Y,KIKS GAS,1,N,7,False,True,False,False,0,7,0,8,2,False,False,False,False,False,False,False,1,0,False Negative,1
ZO6 MOB,N,MOB,0,N,7,True,True,True,False,1,5,1,3,1,False,False,False,False,False,False,False,0,0,Correct,1
NURS916,N,916 AREA CODE,0,N,7,True,True,False,False,3,4,0,13,3,False,False,False,False,False,False,True,0,0,Correct,4
SUX IT,N,SUCK IT,0,N,6,False,True,True,False,0,5,1,7,2,False,False,False,False,False,False,False,0,0,Correct,1
8B8888B,N,88 = HATE NUMBER,0,N,7,True,True,False,False,5,2,0,16,4,False,True,False,False,False,False,False,0,0,Correct,0
JVCKLYN,N,JVC KILLIN,0,N,7,False,True,False,False,0,7,0,10,2,False,False,False,False,True,False,False,0,0,Correct,6
2PELANA,N,TOO PLANA,0,N,7,True,True,False,False,1,6,0,9,2,False,False,False,False,False,False,False,0,0,Correct,1
BUSTED,Y,BUSTED,1,N,6,False,True,False,False,0,6,0,6,1,False,False,False,False,False,False,False,1,0,False Negative,1
HULAGAN ,N,HULIGAN IS A TERM USED FOR A PERSON OF AMERICAN DESCENT,0,N,8,False,True,True,False,0,7,1,55,11,False,False,False,False,False,False,False,0,0,Correct,1
GRMCRPR,Y,GROMER CRIPPER,1,N,7,False,True,False,False,0,7,0,14,2,False,False,False,False,False,False,False,1,0,False Negative,1
CHINGA5,N,CHINGA IS ANOTHER WORD FOR VAGINA,0,N,7,True,True,False,False,1,6,0,33,6,True,False,False,False,False,False,False,0,0,Correct,2
KRZYONE,Y,KRISTY ONE,1,Y,7,False,True,False,False,0,7,0,10,2,False,False,False,False,False,False,False,1,1,Correct,1
G FOLK,N,G AS IN GANGSTER,0,N,6,False,True,True,False,0,5,1,16,4,False,False,True,False,False,False,False,0,0,Correct,5
LBC TRD,N,TRD=TURD,0,N,7,False,True,True,False,0,6,1,8,1,False,False,False,False,False,False,False,0,0,Correct,1
RDBRN13,N,13 GANG REFERENCE,0,N,7,True,True,False,False,2,5,0,17,3,False,False,True,False,False,False,False,0,0,Correct,5
GREENGA,N,GREEN GAS,0,N,7,False,True,False,False,0,7,0,9,2,False,False,False,False,False,False,False,0,0,Correct,1
FINNVET,Y,FINN NEVET,1,N,7,False,True,False,False,0,7,0,10,2,False,False,False,False,False,False,False,1,0,False Negative,1
MADMNKE,N,MAD MUNKE,0,N,7,False,True,False,False,0,7,0,9,2,False,False,False,False,False,False,False,0,0,Correct,1
FATTROD,N,FAT ROD,0,N,7,False,True,False,False,0,7,0,7,2,False,False,False,False,False,False,False,0,0,Correct,1
WPISSAH,N,PISSAH,0,N,7,False,True,False,False,0,7,0,6,1,False,False,False,False,False,False,False,0,0,Correct,1
S91183C,N,LOOK ALIKE,0,N,7,True,True,False,False,5,2,0,10,2,False,False,False,False,False,False,False,0,0,Correct,0
FS LAYER,N,FS-FUCK SLAYER,0,N,8,False,True,True,False,0,7,1,14,2,True,False,False,False,False,False,False,0,0,Correct,2
ENDTHH8,Y,H8=HATE,1,N,7,True,True,False,False,1,6,0,7,1,False,True,False,False,False,False,False,1,0,False Negative,0
DCHLDAY,Y,DICK HOLIDAY,1,N,7,False,True,False,False,0,7,0,12,2,True,False,False,False,False,False,False,1,0,False Negative,2
PNY KLIR,N,PEANUTTY KILLER,0,N,8,False,True,True,False,0,7,1,15,2,False,False,False,False,True,False,False,0,0,Correct,6
